region,road_class,xpres_way,xpres_name,road_length
Region III,Expressway,NLEX,Noth Luzon Expressway (NB),27.91902257088873
Region III,Expressway,NLEX,Noth Luzon Expressway (NB),35.074305709732165
Region III,Expressway,NLEX,Noth Luzon Expressway (NB),239.02588304986037
Region III,Expressway,NLEX,Noth Luzon Expressway (SB),70797.67070771425
Region III,Expressway,NLEX,Noth Luzon Expressway (SB),1377.5637746897498
Region III,Expressway,NLEX,Noth Luzon Expressway (SB),61.10268660157567
Region III,Expressway,NLEX,Noth Luzon Expressway (SB),782.9865629951712
Region III,Expressway,NLEX,Noth Luzon Expressway (SB),1694.6973808790706
Region III,Expressway,NLEX,Noth Luzon Expressway (SB),603.3414905369114
Region III,Expressway,NLEX,Noth Luzon Expressway (WB),4710.72016823784
Region III,Expressway,NLEX-SCTEX Link,NLEX-SCTEX Link (EB),2140.0025864743934
Region III,Expressway,NLEX-SCTEX Link,NLEX-SCTEX Link (EB),408.2480540995277
Region III,Expressway,NLEX-SCTEX Link,NLEX-SCTEX Link (EB),1025.2711557587588
Region III,Expressway,NLEX-SCTEX Link,NLEX-SCTEX Link (EB),468.03425138441446
Region III,Expressway,NLEX-SCTEX Link,NLEX-SCTEX Link (EB),1559.373611443338
Region III,Expressway,NLEX-SCTEX Link,NLEX-SCTEX Link (WB),3327.208658533129
Region III,Expressway,NLEX-SCTEX Link,NLEX-SCTEX Link (WB),856.2756308178361
Region III,Expressway,NLEX-SCTEX Link,NLEX-SCTEX Link (WB),525.0592928269069
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),55878.360041636435
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),286.1120944248205
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),285.1181810549761
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),428.2722837514181
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),310.8737317672186
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),1488.1376224428504
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),1422.266013464853
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),329.8697367373641
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),318.1904040155563
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),1144.876267053007
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),1012.2640902665158
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),103.29643030188292
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),1253.6725770524852
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),543.4571399300673
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),619.2661003431657
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),1414.4142556681716
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),1044.7065171829092
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),548.1412588067113
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),211.41314702375834
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),909.777215433077
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),246.789264718117
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),35501.978107928444
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),15.89698456116886
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (NB),276.4941347036763
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),55752.55499477626
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),2538.065955853665
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),2592.0660392555096
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),970.15089708352
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),484.09898529987333
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),830.536261590081
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),536.1185774051527
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),535.0747873651459
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),1331.2782581353654
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),587.2373741144756
Region III,Expressway,SCTEX,Subic-Clark-Tarlac Expressway (SB),34438.41754144429
Region III,Expressway,STipEX,Subic-Tipo Expressway (NB),8803.052341180317
Region III,Expressway,STipEX,Subic-Tipo Expressway (SB),8827.752903642477
Region III,Expressway,TPLEX,TPLEX- Tarlac City (SB),1918.3757198297862
Region III,Expressway,TPLEX,TPLEX-Anao (SB),5798.138780517903
Region III,Expressway,TPLEX,TPLEX-Anao exit (NB),952.201430409737
Region III,Expressway,TPLEX,TPLEX-Anao exit (NB),1034.9858674429358
Region III,Expressway,TPLEX,TPLEX-Anao exit (SB),636.1404471982015
Region III,Expressway,TPLEX,TPLEX-Anao exit (SB),698.9057570155285
Region III,Expressway,TPLEX,TPLEX-La Paz (NB),375.55119510320094
Region III,Expressway,TPLEX,TPLEX-Paniqui (SB),5851.6294958559465
Region III,Expressway,TPLEX,TPLEX-Paniqui exit (EB),751.6238070632787
Region III,Expressway,TPLEX,TPLEX-Paniqui exit (EB),588.3104172569504
Region III,Expressway,TPLEX,TPLEX-Paniqui exit (NB),723.5738506657718
Region III,Expressway,TPLEX,TPLEX-Paniqui exit (SB),629.3685186277224
Region III,Expressway,TPLEX,TPLEX-Pra exit (SB),574.7068217950347
Region III,Expressway,TPLEX,TPLEX-Pura exit (NB),710.243432012553
Region III,Expressway,TPLEX,TPLEX-Pura exit (NB),823.7336923140283
Region III,Expressway,TPLEX,TPLEX-Pura exit (SB),574.7305209506889
Region III,Expressway,TPLEX,"TPLEX-Pura, Tarlac (SB)",8026.908852643966
Region III,Expressway,TPLEX,TPLEX-Rosales (SB),18640.234446389102
Region III,Expressway,TPLEX,TPLEX-Rosales (SB),2038.1600633307708
Region III,Expressway,TPLEX,TPLEX-Tarlac City exit (SB),523.8810722482699
Region III,Expressway,TPLEX,TPLEX-Tarlac City exit (SB),559.1574965615465
Region III,Expressway,TPLEX,TPLEX-Tarlac City exit (SB),86.5393925467432
Region III,Expressway,TPLEX,TPLEX-Tarlac City exit (SB),89.42901552168937
Region III,Expressway,TPLEX,TPLEX-Victoria exit (NB),1078.667105002881
Region III,Expressway,TPLEX,TPLEX-Victoria exit (NB),541.6295071815687
Region III,Expressway,TPLEX,TPLEX-Victoria exit (SB),279.7246308441196
Region III,Expressway,TPLEX,TPLEX-Victoria exit (SB),770.1408856635554
Region III,Expressway,TPLEX,"TPLEX-Victoria, Tarlac (SB)",7057.316214562642
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),4512.935524581019
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),7221.325699487042
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),2164.4844464091025
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),436.76864607873836
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),372.289296471471
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),940.7112498809952
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),982.3008960808843
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),1292.289703769108
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),350.0197260159363
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),330.47620835062895
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),414.6027609665516
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (EB),4259.208029895128
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (WB),7322.853226767395
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (WB),2040.5929229337657
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (WB),4623.607127631837
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (WB),882.0725487453205
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (WB),437.8072941084473
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (WB),769.6514771911204
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway (WB),4274.033299997891
Region IV-A,Expressway,CALAEx,Cavite-Laguna Expressway exit (EB),356.1651175098394
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (NB),955.8009686133762
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (NB),785.3305822210297
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (NB),300.86200744269115
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (NB),909.5455198718898
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (NB),48.424721114308184
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (NB),6815.962972665626
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (NB),164.0389410735576
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (NB),153.21262452844425
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (NB),240.23290805786024
Region IV-A,Expressway,CAVITEX,CAVITEX-Parañaque (SB),6500.634090355299
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),22597.347051290624
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),427.21204269056415
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),234.8058117439347
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),308.6311772826598
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),50.51398407163671
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),270.3841242564932
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),41.35901539615773
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),29.397547536921238
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),436.6749541783663
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),380.7109123170715
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),384.56884220722657
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),277.1380387828646
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),291.0820474223299
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),230.61893317893066
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),234.50588056942564
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),208.28727211042857
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),247.5511398033388
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),253.81288756203077
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),482.2383759846372
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),484.39805539760584
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),764.2141253089284
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),170.5558874518855
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),313.82132952984887
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),272.1377760267475
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),215.66897612499648
Region IV-A,Expressway,SLEX,South Luzon Expressway (NB),225.55389000391062
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),342.5816684861821
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),319.81064965702717
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),269.0561587660078
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),52.368673527823205
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),80.58963645519913
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),384.30984216713745
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),240.3602642725933
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),261.39932894008575
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),260.0263427418903
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),22593.41375423647
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),482.4138543147469
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),476.1645585034561
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),486.93550520071517
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),354.3717316506193
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),341.14196560691937
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),720.5928264655241
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),255.82259081037148
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),579.9489700946227
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),242.5116064228705
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),230.7264700899525
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),269.9537606445057
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),511.92862691364826
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),499.2895231541684
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),7821.67682633169
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),251.50225742862273
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),68.30438355136718
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),60.84318432041886
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),248.84497002815576
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),275.043253401474
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),249.81354003655036
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),7857.437244164204
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),587.8042963544289
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (NB),775.0333207680746
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (NB),742.4865614188739
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (NB),458.6988589017952
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (NB),41691.238583268016
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),767.842663315069
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),773.8770508902664
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),530.3522725642318
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),538.0380191662408
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),485.267403018217
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),442.8553223076927
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),730.5066277916711
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),480.1264576530985
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),41620.9240374495
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),434.38131648436183
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),506.2700299123507
